epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,3191.29,1.06651,0.74582,0.96835,0.85616,0.76611,0.83748,0.60751,1.04432,0.68566,0.93344,0.000148531,0.000148531,0.000148531
71,3236.76,1.05881,0.72333,0.96242,0.84294,0.78628,0.83828,0.61097,1.02891,0.68278,0.92644,0.000142748,0.000142748,0.000142748
72,3282.15,1.0738,0.72513,0.96374,0.84433,0.78453,0.84465,0.61545,1.03688,0.67711,0.93302,0.000137096,0.000137096,0.000137096
73,3327.72,1.06403,0.7341,0.96636,0.84399,0.78156,0.84177,0.61379,1.03466,0.68449,0.9284,0.00013158,0.00013158,0.00013158
74,3373.12,1.05493,0.71441,0.95915,0.86481,0.78177,0.84445,0.61029,1.04138,0.68514,0.93674,0.000126205,0.000126205,0.000126205
75,3418.53,1.05218,0.71438,0.96207,0.86228,0.77642,0.83848,0.60479,1.04497,0.68679,0.9383,0.000120977,0.000120977,0.000120977
76,3463.92,1.03957,0.70574,0.95868,0.87928,0.77464,0.84815,0.62105,1.04334,0.67962,0.93681,0.000115901,0.000115901,0.000115901
77,3509.4,1.0403,0.70229,0.95848,0.87308,0.78285,0.84456,0.61226,1.03775,0.67758,0.9336,0.000110982,0.000110982,0.000110982
78,3554.87,1.0439,0.69438,0.95771,0.8297,0.80859,0.84585,0.62453,1.04527,0.6757,0.94019,0.000106225,0.000106225,0.000106225
79,3600.34,1.03944,0.69913,0.95068,0.87121,0.77895,0.84328,0.62093,1.04168,0.67849,0.93567,0.000101635,0.000101635,0.000101635
80,3645.85,1.02955,0.6904,0.95465,0.8626,0.7849,0.84093,0.61471,1.04974,0.67181,0.94037,9.72151e-05,9.72151e-05,9.72151e-05
81,3691.32,1.01108,0.68617,0.94709,0.85741,0.78848,0.84557,0.61714,1.03054,0.66582,0.93028,9.29712e-05,9.29712e-05,9.29712e-05
82,3736.75,1.03563,0.69311,0.95411,0.86135,0.78093,0.84433,0.61752,1.03204,0.66682,0.93048,8.89069e-05,8.89069e-05,8.89069e-05
83,3782.11,1.03436,0.69119,0.95008,0.83511,0.813,0.84818,0.62443,1.03068,0.66634,0.92986,8.50262e-05,8.50262e-05,8.50262e-05
84,3827.49,1.01648,0.67498,0.94909,0.85915,0.79384,0.84606,0.61827,1.03584,0.67116,0.93094,8.1333e-05,8.1333e-05,8.1333e-05
85,3873.03,1.0333,0.69603,0.94898,0.84983,0.79681,0.84575,0.61946,1.03062,0.66133,0.93032,7.7831e-05,7.7831e-05,7.7831e-05
86,3918.48,1.02643,0.68949,0.95154,0.87132,0.78723,0.847,0.61987,1.02926,0.66192,0.92892,7.45235e-05,7.45235e-05,7.45235e-05
87,3963.98,1.02094,0.67568,0.95076,0.85916,0.78325,0.84434,0.61841,1.04151,0.66914,0.93165,7.14139e-05,7.14139e-05,7.14139e-05
88,4009.4,1.02002,0.681,0.94911,0.84656,0.79625,0.844,0.62311,1.03257,0.67014,0.92816,6.85052e-05,6.85052e-05,6.85052e-05
89,4054.86,1.00928,0.6714,0.94402,0.8581,0.79033,0.84268,0.62192,1.03142,0.67253,0.92876,6.58003e-05,6.58003e-05,6.58003e-05
90,4100.35,1.02565,0.69399,0.95369,0.84897,0.79506,0.84574,0.62672,1.03086,0.67043,0.92966,6.33018e-05,6.33018e-05,6.33018e-05
91,4146.18,0.97886,0.61474,0.92356,0.86497,0.78651,0.84089,0.61585,1.04131,0.68273,0.93344,6.10123e-05,6.10123e-05,6.10123e-05
92,4191.09,0.95842,0.57563,0.91493,0.88355,0.78578,0.84657,0.62405,1.04507,0.6765,0.93495,5.89339e-05,5.89339e-05,5.89339e-05
93,4236.03,0.96371,0.58936,0.91808,0.85603,0.78526,0.83894,0.62016,1.04538,0.67248,0.93506,5.70688e-05,5.70688e-05,5.70688e-05
94,4280.84,0.97132,0.58017,0.91307,0.877,0.77739,0.84644,0.62684,1.03896,0.67026,0.93266,5.54187e-05,5.54187e-05,5.54187e-05
95,4325.84,0.94249,0.57216,0.91157,0.87853,0.78021,0.84596,0.62407,1.03774,0.67016,0.93175,5.39854e-05,5.39854e-05,5.39854e-05
96,4370.73,0.95856,0.5742,0.91231,0.86558,0.78873,0.84726,0.62494,1.03667,0.66844,0.93034,5.27701e-05,5.27701e-05,5.27701e-05
97,4415.55,0.94591,0.5724,0.91123,0.86424,0.80156,0.84857,0.61811,1.04064,0.66958,0.9333,5.17742e-05,5.17742e-05,5.17742e-05
98,4460.39,0.95588,0.56944,0.91457,0.8476,0.79574,0.84508,0.62196,1.04183,0.66859,0.93411,5.09986e-05,5.09986e-05,5.09986e-05
99,4505.18,0.94071,0.56547,0.90662,0.86188,0.79707,0.84804,0.62398,1.04328,0.66743,0.93472,5.0444e-05,5.0444e-05,5.0444e-05
100,4550.17,0.94263,0.55998,0.90821,0.85845,0.78224,0.8486,0.62138,1.04102,0.66507,0.93353,5.0111e-05,5.0111e-05,5.0111e-05
