epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1427.67,1.25659,0.94745,1.03071,0.85276,0.75253,0.82646,0.59777,1.12088,0.78359,0.97804,0.000407252,0.000407252,0.000407252
32,1473.47,1.24479,0.93947,1.02843,0.81788,0.7723,0.82697,0.5953,1.09596,0.79571,0.97462,0.000401469,0.000401469,0.000401469
33,1519.15,1.25406,0.93481,1.02909,0.83466,0.76137,0.82366,0.58527,1.09661,0.7892,0.97259,0.000395561,0.000395561,0.000395561
34,1564.97,1.22922,0.92587,1.02052,0.80257,0.75403,0.81032,0.57833,1.10145,0.80151,0.97117,0.000389534,0.000389534,0.000389534
35,1610.87,1.24049,0.92291,1.02125,0.82198,0.78342,0.83089,0.60393,1.09319,0.80141,0.97303,0.000383395,0.000383395,0.000383395
36,1656.71,1.23779,0.93877,1.02447,0.8722,0.76505,0.83302,0.59987,1.09192,0.76521,0.96971,0.000377148,0.000377148,0.000377148
37,1702.43,1.22119,0.92039,1.02437,0.84822,0.76131,0.83106,0.60006,1.06977,0.7636,0.96058,0.0003708,0.0003708,0.0003708
38,1748.24,1.21888,0.90386,1.0188,0.85318,0.77813,0.83267,0.59149,1.06883,0.75161,0.96317,0.000364358,0.000364358,0.000364358
39,1794.02,1.19148,0.8863,1.00694,0.86113,0.77675,0.83429,0.60353,1.08076,0.7475,0.9625,0.000357828,0.000357828,0.000357828
40,1839.86,1.20272,0.89276,1.01281,0.83869,0.76251,0.82535,0.60104,1.08066,0.75272,0.96481,0.000351216,0.000351216,0.000351216
41,1885.64,1.21405,0.88526,1.0151,0.85773,0.7812,0.8444,0.62582,1.07333,0.73366,0.95298,0.000344529,0.000344529,0.000344529
42,1931.47,1.21971,0.88521,1.01697,0.86121,0.7776,0.84169,0.61932,1.0818,0.74588,0.96098,0.000337773,0.000337773,0.000337773
43,1977.22,1.19029,0.86463,1.00174,0.84943,0.76104,0.83159,0.61053,1.07334,0.75582,0.96712,0.000330955,0.000330955,0.000330955
44,2023.01,1.18596,0.86819,1.00502,0.79356,0.81121,0.83475,0.59789,1.07307,0.74657,0.96107,0.000324082,0.000324082,0.000324082
45,2068.74,1.1748,0.85152,1.00102,0.80325,0.80223,0.8308,0.59849,1.07072,0.74713,0.95594,0.000317161,0.000317161,0.000317161
46,2114.5,1.19467,0.86339,1.00667,0.85917,0.79101,0.84219,0.61405,1.0727,0.73732,0.95795,0.000310198,0.000310198,0.000310198
47,2160.25,1.17526,0.863,0.99691,0.84307,0.79892,0.83764,0.62592,1.05269,0.72075,0.95231,0.0003032,0.0003032,0.0003032
48,2206.1,1.16897,0.84941,0.99745,0.86692,0.77431,0.84415,0.61997,1.06106,0.72774,0.96352,0.000296174,0.000296174,0.000296174
49,2252,1.157,0.84334,1.00358,0.83844,0.81388,0.84332,0.6185,1.06385,0.7334,0.96157,0.000289128,0.000289128,0.000289128
50,2297.69,1.15643,0.82458,0.98857,0.86419,0.78138,0.84652,0.62966,1.04556,0.70922,0.9549,0.000282067,0.000282067,0.000282067
51,2343.49,1.15735,0.82638,0.9928,0.83554,0.80227,0.84117,0.6225,1.0492,0.72247,0.95237,0.000275,0.000275,0.000275
52,2389.27,1.15131,0.81637,0.99353,0.85749,0.78341,0.84746,0.62211,1.0493,0.71799,0.95572,0.000267933,0.000267933,0.000267933
53,2435.05,1.14321,0.81216,0.98903,0.85228,0.77784,0.84835,0.62423,1.04821,0.70705,0.95335,0.000260872,0.000260872,0.000260872
54,2480.8,1.16822,0.81492,0.99221,0.81851,0.80256,0.84204,0.61458,1.04494,0.71215,0.94971,0.000253826,0.000253826,0.000253826
55,2526.53,1.15324,0.82314,0.99605,0.8637,0.77372,0.8432,0.62484,1.04684,0.71337,0.94641,0.0002468,0.0002468,0.0002468
56,2572.29,1.14046,0.80081,0.98717,0.87312,0.7832,0.84763,0.63788,1.0295,0.70389,0.94786,0.000239802,0.000239802,0.000239802
57,2618.22,1.13938,0.80464,0.97914,0.85586,0.77395,0.84588,0.62363,1.03462,0.70223,0.94816,0.000232839,0.000232839,0.000232839
58,2663.96,1.14697,0.79543,0.98736,0.8476,0.80411,0.85209,0.63961,1.03552,0.70103,0.94907,0.000225918,0.000225918,0.000225918
59,2709.79,1.12593,0.7935,0.97958,0.85177,0.7842,0.84319,0.63676,1.03224,0.69917,0.94502,0.000219045,0.000219045,0.000219045
60,2755.6,1.12091,0.7783,0.98118,0.83173,0.7839,0.8431,0.63413,1.02602,0.69624,0.94061,0.000212227,0.000212227,0.000212227
61,2801.38,1.12007,0.78229,0.97982,0.84377,0.79494,0.85344,0.63478,1.03532,0.69472,0.94737,0.000205471,0.000205471,0.000205471
62,2847.08,1.11236,0.77175,0.97583,0.85278,0.80056,0.84931,0.63452,1.03492,0.69439,0.94981,0.000198784,0.000198784,0.000198784
63,2892.86,1.10542,0.76219,0.97825,0.85371,0.79257,0.84669,0.62602,1.04694,0.69869,0.95795,0.000192172,0.000192172,0.000192172
64,2938.62,1.10805,0.77321,0.97687,0.85248,0.79249,0.84894,0.64426,1.03629,0.69307,0.94661,0.000185642,0.000185642,0.000185642
65,2984.49,1.09884,0.7569,0.98007,0.84122,0.79986,0.8504,0.64472,1.03363,0.68023,0.94468,0.0001792,0.0001792,0.0001792
66,3030.3,1.08641,0.75105,0.97351,0.86879,0.79593,0.85604,0.63912,1.01722,0.67569,0.94185,0.000172852,0.000172852,0.000172852
67,3076.02,1.08499,0.7519,0.96659,0.84213,0.81368,0.85272,0.64199,1.02154,0.67626,0.94388,0.000166605,0.000166605,0.000166605
68,3123.83,1.07685,0.73579,0.96732,0.85353,0.81017,0.85556,0.63343,1.03049,0.6693,0.95066,0.000160466,0.000160466,0.000160466
69,3169.45,1.09212,0.7556,0.97589,0.86401,0.79009,0.85555,0.64128,1.0225,0.67421,0.94333,0.000154439,0.000154439,0.000154439
70,3215.17,1.07031,0.73923,0.96813,0.83703,0.81611,0.85587,0.6424,1.02271,0.67452,0.9481,0.000148531,0.000148531,0.000148531
71,3260.8,1.0858,0.72985,0.95889,0.86752,0.80083,0.84942,0.64287,1.01655,0.68345,0.94565,0.000142748,0.000142748,0.000142748
72,3306.26,1.07112,0.73006,0.96374,0.8602,0.80964,0.85294,0.64245,1.0246,0.67009,0.94683,0.000137096,0.000137096,0.000137096
73,3351.99,1.06795,0.72356,0.9654,0.84826,0.80027,0.85422,0.63927,1.02484,0.67824,0.94835,0.00013158,0.00013158,0.00013158
74,3397.69,1.07074,0.73269,0.96141,0.85412,0.78242,0.84538,0.63527,1.01469,0.67315,0.94479,0.000126205,0.000126205,0.000126205
75,3443.46,1.06244,0.71236,0.95543,0.86406,0.80164,0.85774,0.64468,1.01083,0.66714,0.94007,0.000120977,0.000120977,0.000120977
76,3489.17,1.06979,0.71946,0.96254,0.84982,0.80133,0.85475,0.6461,1.00762,0.66927,0.93909,0.000115901,0.000115901,0.000115901
77,3534.92,1.06659,0.70679,0.95781,0.8629,0.80332,0.8579,0.64586,1.01791,0.66335,0.95001,0.000110982,0.000110982,0.000110982
78,3580.68,1.07146,0.71211,0.96067,0.88199,0.79179,0.85615,0.65725,1.00862,0.65654,0.94551,0.000106225,0.000106225,0.000106225
79,3626.44,1.07446,0.72,0.95656,0.8562,0.79949,0.85691,0.64835,1.01806,0.65513,0.94657,0.000101635,0.000101635,0.000101635
80,3672.23,1.05678,0.71125,0.95655,0.86846,0.7902,0.85774,0.64025,1.02014,0.66772,0.94603,9.72151e-05,9.72151e-05,9.72151e-05
81,3717.87,1.04859,0.69291,0.95903,0.85331,0.81439,0.85838,0.64788,1.00775,0.65931,0.94197,9.29712e-05,9.29712e-05,9.29712e-05
82,3763.51,1.05872,0.69834,0.95487,0.87037,0.8109,0.86074,0.64838,1.01193,0.66467,0.94488,8.89069e-05,8.89069e-05,8.89069e-05
83,3809.16,1.04392,0.69213,0.95192,0.85591,0.80067,0.85701,0.65207,1.01825,0.6621,0.9474,8.50262e-05,8.50262e-05,8.50262e-05
84,3854.75,1.03188,0.68027,0.95055,0.87939,0.78054,0.85696,0.64148,1.0115,0.65883,0.94509,8.1333e-05,8.1333e-05,8.1333e-05
85,3900.41,1.05145,0.69733,0.95573,0.86281,0.78152,0.85044,0.64322,1.01585,0.66745,0.94934,7.7831e-05,7.7831e-05,7.7831e-05
86,3946.05,1.04935,0.70167,0.95823,0.87669,0.79925,0.85685,0.6491,1.01269,0.6535,0.94889,7.45235e-05,7.45235e-05,7.45235e-05
87,3991.65,1.03204,0.68644,0.95032,0.8664,0.80767,0.86171,0.656,1.0075,0.6435,0.94955,7.14139e-05,7.14139e-05,7.14139e-05
88,4037.29,1.0385,0.69044,0.94908,0.87014,0.79286,0.85882,0.65229,1.00738,0.65246,0.94201,6.85052e-05,6.85052e-05,6.85052e-05
89,4083,1.04055,0.68328,0.95021,0.86111,0.79075,0.85569,0.65092,1.006,0.65325,0.94076,6.58003e-05,6.58003e-05,6.58003e-05
90,4128.62,1.03346,0.67713,0.95007,0.85174,0.80957,0.85258,0.65344,1.00638,0.65896,0.94244,6.33018e-05,6.33018e-05,6.33018e-05
91,4174.51,0.99464,0.61402,0.92792,0.83981,0.80068,0.84958,0.64683,1.00705,0.65705,0.94721,6.10123e-05,6.10123e-05,6.10123e-05
92,4219.76,0.97993,0.60323,0.91805,0.86415,0.80023,0.84936,0.64191,1.01131,0.65954,0.94912,5.89339e-05,5.89339e-05,5.89339e-05
93,4265.43,0.9845,0.59915,0.92178,0.85693,0.77357,0.85007,0.65183,1.00962,0.65058,0.94568,5.70688e-05,5.70688e-05,5.70688e-05
94,4310.68,0.97743,0.5814,0.91158,0.83946,0.81683,0.85502,0.65413,1.00468,0.64538,0.94142,5.54187e-05,5.54187e-05,5.54187e-05
95,4355.97,0.9747,0.58139,0.91258,0.84106,0.81893,0.85561,0.64641,1.01021,0.6522,0.94253,5.39854e-05,5.39854e-05,5.39854e-05
96,4401.21,0.97485,0.58784,0.9201,0.84818,0.79664,0.85767,0.65187,1.00166,0.64901,0.94161,5.27701e-05,5.27701e-05,5.27701e-05
97,4446.43,0.94438,0.56929,0.90609,0.8743,0.79235,0.8586,0.65576,1.00317,0.64919,0.94281,5.17742e-05,5.17742e-05,5.17742e-05
98,4491.58,0.95608,0.57256,0.91517,0.85374,0.80126,0.85585,0.65494,1.00611,0.65224,0.94617,5.09986e-05,5.09986e-05,5.09986e-05
