epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1337.28,1.26895,0.9733,1.03415,0.81649,0.74146,0.8137,0.54786,1.07585,0.80875,0.95873,0.00041842,0.00041842,0.00041842
30,1383.17,1.25508,0.95042,1.03304,0.79404,0.77287,0.81745,0.57422,1.06787,0.78739,0.95778,0.000412904,0.000412904,0.000412904
31,1429.06,1.24836,0.95443,1.03183,0.83917,0.75442,0.8152,0.58228,1.08047,0.77976,0.96201,0.000407252,0.000407252,0.000407252
32,1475,1.23368,0.93527,1.02345,0.85033,0.73936,0.81654,0.56613,1.05425,0.7636,0.95485,0.000401469,0.000401469,0.000401469
33,1520.93,1.23637,0.93949,1.02584,0.84649,0.76202,0.83116,0.59227,1.05908,0.7565,0.95341,0.000395561,0.000395561,0.000395561
34,1566.98,1.24315,0.94971,1.03125,0.83698,0.75608,0.81551,0.57413,1.06082,0.78483,0.94787,0.000389534,0.000389534,0.000389534
35,1612.9,1.22721,0.9324,1.01601,0.85139,0.76828,0.83056,0.60749,1.02405,0.75112,0.94344,0.000383395,0.000383395,0.000383395
36,1658.96,1.21727,0.91618,1.02054,0.84834,0.78362,0.84096,0.59621,1.05413,0.73363,0.94762,0.000377148,0.000377148,0.000377148
37,1704.95,1.22614,0.92935,1.02131,0.85366,0.74474,0.82978,0.59717,1.0382,0.75078,0.94937,0.0003708,0.0003708,0.0003708
38,1750.82,1.21438,0.9138,1.02234,0.83702,0.77977,0.83781,0.59919,1.03848,0.73768,0.94594,0.000364358,0.000364358,0.000364358
39,1796.71,1.21453,0.90409,1.01344,0.83355,0.77702,0.83671,0.58458,1.04136,0.74005,0.94214,0.000357828,0.000357828,0.000357828
40,1842.68,1.19917,0.90295,1.01431,0.84577,0.77839,0.83193,0.58591,1.05417,0.74672,0.9503,0.000351216,0.000351216,0.000351216
41,1888.62,1.19529,0.88285,1.01388,0.81828,0.76296,0.81725,0.58809,1.03318,0.73884,0.94352,0.000344529,0.000344529,0.000344529
42,1934.43,1.20268,0.89026,1.01114,0.85233,0.78405,0.83262,0.59516,1.04495,0.71892,0.93972,0.000337773,0.000337773,0.000337773
43,1980.23,1.18963,0.87671,1.00817,0.8388,0.76946,0.83529,0.60583,1.02792,0.72389,0.94003,0.000330955,0.000330955,0.000330955
44,2026.06,1.20826,0.89402,1.01206,0.845,0.75174,0.83724,0.60555,1.01101,0.70781,0.93517,0.000324082,0.000324082,0.000324082
45,2071.9,1.17245,0.84964,0.99728,0.85004,0.76998,0.83929,0.59486,1.02086,0.72202,0.93986,0.000317161,0.000317161,0.000317161
46,2117.84,1.17902,0.86604,1.00843,0.83431,0.79727,0.84059,0.60742,1.01312,0.7242,0.93587,0.000310198,0.000310198,0.000310198
47,2163.64,1.18157,0.86508,1.00405,0.84677,0.77917,0.84232,0.60611,1.0232,0.71301,0.94374,0.0003032,0.0003032,0.0003032
48,2209.52,1.16251,0.82967,1.00242,0.90956,0.76284,0.84946,0.61669,1.01448,0.7023,0.93795,0.000296174,0.000296174,0.000296174
49,2255.44,1.16703,0.84355,1.00056,0.85874,0.78011,0.84873,0.60415,1.02475,0.7051,0.94245,0.000289128,0.000289128,0.000289128
50,2301.3,1.14666,0.83196,0.99262,0.84762,0.79551,0.84009,0.59379,1.02287,0.69411,0.95088,0.000282067,0.000282067,0.000282067
51,2347.21,1.14975,0.82981,0.99259,0.83653,0.80361,0.8437,0.61949,1.00481,0.69796,0.93686,0.000275,0.000275,0.000275
52,2393.11,1.14678,0.83206,1.00022,0.8357,0.80081,0.84608,0.6185,1.0014,0.68907,0.93484,0.000267933,0.000267933,0.000267933
53,2438.93,1.15248,0.82401,0.99105,0.84679,0.78195,0.84157,0.57968,1.02274,0.69469,0.94459,0.000260872,0.000260872,0.000260872
54,2485.12,1.14241,0.81699,0.99432,0.86226,0.77813,0.84328,0.60775,1.00393,0.69551,0.93636,0.000253826,0.000253826,0.000253826
55,2532.24,1.13094,0.80569,0.98663,0.85071,0.79903,0.8435,0.61944,1.01018,0.7061,0.93877,0.0002468,0.0002468,0.0002468
56,2578.32,1.14578,0.80237,0.98845,0.86108,0.79002,0.84939,0.61364,1.00653,0.68715,0.94006,0.000239802,0.000239802,0.000239802
57,2624.86,1.13167,0.8091,0.98156,0.85811,0.791,0.84707,0.6174,1.02204,0.68323,0.93855,0.000232839,0.000232839,0.000232839
58,2672.11,1.11272,0.78973,0.98259,0.85634,0.78871,0.84547,0.62058,0.99813,0.67747,0.93419,0.000225918,0.000225918,0.000225918
59,2718.38,1.11287,0.77815,0.98425,0.8647,0.796,0.85377,0.63436,0.9947,0.67496,0.93028,0.000219045,0.000219045,0.000219045
60,2764.83,1.11819,0.80361,0.98602,0.87484,0.78512,0.85419,0.63648,0.97865,0.67315,0.9216,0.000212227,0.000212227,0.000212227
61,2810.97,1.11543,0.78756,0.97624,0.837,0.80765,0.85067,0.61034,0.99621,0.67211,0.93272,0.000205471,0.000205471,0.000205471
62,2857.02,1.0955,0.78038,0.9689,0.84616,0.78983,0.84736,0.62777,0.98534,0.67232,0.92968,0.000198784,0.000198784,0.000198784
63,2903.34,1.11342,0.78134,0.98184,0.84248,0.81474,0.85093,0.63813,0.97535,0.66714,0.92644,0.000192172,0.000192172,0.000192172
64,2949.56,1.11122,0.77029,0.9788,0.85842,0.79204,0.85017,0.6313,0.98311,0.67092,0.93464,0.000185642,0.000185642,0.000185642
65,2996.05,1.09844,0.76583,0.98158,0.8471,0.79806,0.84734,0.63612,0.97746,0.67926,0.92366,0.0001792,0.0001792,0.0001792
66,3042.64,1.09363,0.75811,0.97338,0.86053,0.80005,0.84366,0.62901,0.98625,0.67179,0.93241,0.000172852,0.000172852,0.000172852
67,3089.15,1.115,0.7643,0.97815,0.85683,0.81114,0.85114,0.63113,0.97858,0.66119,0.93101,0.000166605,0.000166605,0.000166605
68,3135.74,1.10278,0.7555,0.97587,0.86507,0.80128,0.84888,0.62968,0.98506,0.65367,0.93389,0.000160466,0.000160466,0.000160466
69,3184.53,1.09223,0.75322,0.9794,0.87946,0.80281,0.85804,0.62919,0.98729,0.65837,0.93204,0.000154439,0.000154439,0.000154439
70,3231.04,1.07853,0.74366,0.97367,0.85486,0.80005,0.85135,0.62843,0.98251,0.66411,0.92478,0.000148531,0.000148531,0.000148531
71,3277.73,1.07396,0.73527,0.96556,0.87214,0.79632,0.85768,0.63661,0.97743,0.65219,0.92648,0.000142748,0.000142748,0.000142748
72,3324.41,1.09313,0.73664,0.97231,0.85694,0.80068,0.85458,0.63345,0.97392,0.64616,0.9239,0.000137096,0.000137096,0.000137096
73,3370.79,1.07055,0.74453,0.96664,0.83353,0.79546,0.84606,0.63706,0.97208,0.65268,0.92551,0.00013158,0.00013158,0.00013158
74,3417.2,1.0705,0.71786,0.96078,0.88435,0.78387,0.86075,0.63605,0.97267,0.64622,0.92893,0.000126205,0.000126205,0.000126205
75,3463.64,1.06332,0.7253,0.96397,0.85438,0.80573,0.85473,0.6328,0.98251,0.64237,0.93394,0.000120977,0.000120977,0.000120977
76,3510.16,1.05432,0.72224,0.96115,0.88209,0.78262,0.85638,0.63222,0.97822,0.64854,0.92912,0.000115901,0.000115901,0.000115901
77,3556.57,1.05057,0.71059,0.95936,0.85126,0.81186,0.85648,0.64251,0.97425,0.65437,0.92557,0.000110982,0.000110982,0.000110982
78,3603.16,1.05624,0.70785,0.95623,0.88045,0.79664,0.86064,0.64162,0.97058,0.64916,0.92804,0.000106225,0.000106225,0.000106225
79,3649.77,1.04987,0.70563,0.9556,0.86054,0.78564,0.85386,0.63811,0.97208,0.65443,0.92801,0.000101635,0.000101635,0.000101635
80,3696.34,1.05628,0.71283,0.95739,0.84603,0.81889,0.85766,0.63581,0.97828,0.65089,0.93214,9.72151e-05,9.72151e-05,9.72151e-05
81,3742.87,1.03762,0.69311,0.95056,0.84723,0.80748,0.8542,0.63946,0.97154,0.65534,0.93037,9.29712e-05,9.29712e-05,9.29712e-05
82,3789.32,1.05844,0.70745,0.95958,0.85389,0.81075,0.85569,0.64201,0.97349,0.66385,0.92934,8.89069e-05,8.89069e-05,8.89069e-05
83,3835.97,1.04626,0.69829,0.95921,0.85559,0.80582,0.85685,0.64134,0.96953,0.65315,0.9279,8.50262e-05,8.50262e-05,8.50262e-05
84,3882.43,1.02766,0.68444,0.94871,0.83026,0.80643,0.85567,0.6449,0.97413,0.64901,0.93149,8.1333e-05,8.1333e-05,8.1333e-05
85,3929.04,1.03703,0.69253,0.95473,0.85598,0.80247,0.85898,0.64164,0.97268,0.64216,0.92833,7.7831e-05,7.7831e-05,7.7831e-05
86,3975.67,1.03831,0.68388,0.95578,0.86116,0.80773,0.85961,0.64632,0.96754,0.64283,0.92567,7.45235e-05,7.45235e-05,7.45235e-05
87,4022.1,1.03718,0.69299,0.95176,0.87603,0.78045,0.85778,0.64062,0.96823,0.64494,0.92925,7.14139e-05,7.14139e-05,7.14139e-05
88,4068.49,1.02511,0.69487,0.94794,0.86617,0.804,0.85977,0.64433,0.96225,0.64537,0.924,6.85052e-05,6.85052e-05,6.85052e-05
89,4115.29,1.03235,0.68655,0.94449,0.8684,0.79779,0.85899,0.64317,0.96539,0.64249,0.92897,6.58003e-05,6.58003e-05,6.58003e-05
90,4161.85,1.03433,0.68493,0.95165,0.87162,0.80792,0.86008,0.64299,0.96611,0.6426,0.92839,6.33018e-05,6.33018e-05,6.33018e-05
91,4208.94,0.99344,0.61133,0.93272,0.85043,0.81674,0.86003,0.63374,0.98249,0.65044,0.93464,6.10123e-05,6.10123e-05,6.10123e-05
92,4255.02,0.97961,0.59512,0.91902,0.86382,0.79487,0.85929,0.63453,0.98464,0.6422,0.94004,5.89339e-05,5.89339e-05,5.89339e-05
93,4301.18,0.98215,0.58933,0.91781,0.86827,0.79992,0.85906,0.63732,0.9772,0.64283,0.93904,5.70688e-05,5.70688e-05,5.70688e-05
94,4347.68,0.9746,0.5883,0.9238,0.86656,0.80947,0.86069,0.6403,0.97572,0.64639,0.93655,5.54187e-05,5.54187e-05,5.54187e-05
95,4394.17,0.96309,0.58372,0.91517,0.86319,0.81048,0.85957,0.64101,0.98063,0.63857,0.93827,5.39854e-05,5.39854e-05,5.39854e-05
96,4440.65,0.97293,0.58695,0.92272,0.86119,0.80693,0.85963,0.64184,0.98091,0.64688,0.93694,5.27701e-05,5.27701e-05,5.27701e-05
97,4487.2,0.96588,0.58282,0.91204,0.87471,0.7979,0.8622,0.64469,0.97787,0.63457,0.936,5.17742e-05,5.17742e-05,5.17742e-05
98,4533.63,0.96328,0.58271,0.91564,0.88817,0.79298,0.86129,0.64835,0.96878,0.64304,0.93147,5.09986e-05,5.09986e-05,5.09986e-05
99,4580.19,0.96242,0.57314,0.91006,0.88394,0.79714,0.86369,0.64975,0.96453,0.64299,0.92945,5.0444e-05,5.0444e-05,5.0444e-05
100,4626.77,0.96214,0.57568,0.9112,0.86291,0.80884,0.86151,0.64888,0.96996,0.647,0.93163,5.0111e-05,5.0111e-05,5.0111e-05
