epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,658.069,1.3726,1.11198,1.08046,0.77637,0.72024,0.77269,0.52854,1.22059,0.96022,0.9976,0.0004842,0.0004842,0.0004842
14,703.522,1.34273,1.10668,1.07606,0.80562,0.70614,0.77176,0.53242,1.2093,0.99095,1.00335,0.000481495,0.000481495,0.000481495
15,749.125,1.34599,1.0927,1.07651,0.74793,0.74134,0.769,0.50036,1.25439,0.95741,1.01338,0.000478586,0.000478586,0.000478586
16,794.542,1.33416,1.08597,1.06688,0.81971,0.70361,0.77266,0.52192,1.21793,0.94325,1.0067,0.000475476,0.000475476,0.000475476
17,839.96,1.31024,1.04737,1.0514,0.78828,0.73542,0.8049,0.54937,1.19109,0.90993,0.9992,0.000472169,0.000472169,0.000472169
18,885.542,1.31418,1.05411,1.06738,0.6753,0.71647,0.69972,0.43757,1.23763,0.9931,1.00927,0.000468667,0.000468667,0.000468667
19,930.884,1.30697,1.0317,1.05443,0.79513,0.7252,0.79452,0.54012,1.23193,0.93323,1.007,0.000464974,0.000464974,0.000464974
20,976.279,1.29964,1.04617,1.0585,0.82701,0.71895,0.79572,0.53362,1.23938,0.927,1.01192,0.000461093,0.000461093,0.000461093
21,1021.61,1.29897,1.02538,1.05455,0.78019,0.71954,0.78514,0.53837,1.20037,0.89808,0.99465,0.000457029,0.000457029,0.000457029
22,1067.01,1.26971,1.01843,1.05012,0.81361,0.75611,0.80904,0.52561,1.23042,0.87118,1.01049,0.000452785,0.000452785,0.000452785
23,1112.41,1.27771,1.01829,1.04701,0.81365,0.75045,0.79535,0.55451,1.18343,0.86714,0.98469,0.000448365,0.000448365,0.000448365
24,1158.06,1.29022,1.01357,1.04966,0.821,0.74629,0.80667,0.55864,1.18609,0.87418,0.99021,0.000443775,0.000443775,0.000443775
25,1203.62,1.27408,0.98298,1.03933,0.82107,0.72545,0.80158,0.55013,1.17079,0.85026,0.99106,0.000439018,0.000439018,0.000439018
26,1249.04,1.26012,0.97581,1.03472,0.82151,0.74109,0.80683,0.56493,1.2018,0.90096,1.00577,0.000434099,0.000434099,0.000434099
27,1294.67,1.26099,0.96787,1.03352,0.82049,0.74584,0.80153,0.53753,1.21654,0.86324,1.00589,0.000429023,0.000429023,0.000429023
28,1340.08,1.26292,0.95796,1.04025,0.81449,0.74854,0.78518,0.52758,1.20543,0.8632,0.99849,0.000423795,0.000423795,0.000423795
29,1385.46,1.23625,0.96788,1.03369,0.83476,0.73468,0.79667,0.54022,1.19562,0.84282,0.99447,0.00041842,0.00041842,0.00041842
30,1431.05,1.24731,0.96673,1.03179,0.85211,0.73206,0.81719,0.56432,1.16019,0.81592,0.98096,0.000412904,0.000412904,0.000412904
31,1476.44,1.23271,0.93804,1.02332,0.82203,0.74003,0.79372,0.54473,1.18214,0.8627,0.99171,0.000407252,0.000407252,0.000407252
32,1521.85,1.23002,0.93614,1.0217,0.821,0.76792,0.81406,0.56301,1.13339,0.81206,0.97115,0.000401469,0.000401469,0.000401469
33,1567.4,1.23387,0.94459,1.02678,0.8105,0.73051,0.80975,0.55331,1.1706,0.81951,0.98928,0.000395561,0.000395561,0.000395561
34,1612.81,1.21733,0.91787,1.01855,0.8394,0.74776,0.80845,0.56464,1.16419,0.81956,0.98228,0.000389534,0.000389534,0.000389534
35,1658.25,1.22798,0.93785,1.02464,0.81757,0.76312,0.8155,0.55861,1.17873,0.82477,0.98475,0.000383395,0.000383395,0.000383395
36,1703.78,1.20866,0.91731,1.0183,0.79185,0.73156,0.80432,0.55629,1.1609,0.84439,0.97878,0.000377148,0.000377148,0.000377148
37,1749.18,1.192,0.89205,1.0116,0.81776,0.74182,0.80606,0.56715,1.15837,0.80841,0.98201,0.0003708,0.0003708,0.0003708
38,1794.51,1.20273,0.89541,1.0102,0.80697,0.76926,0.80877,0.56832,1.15177,0.88544,0.97756,0.000364358,0.000364358,0.000364358
39,1840.04,1.19005,0.88858,1.0075,0.83294,0.75934,0.81922,0.57535,1.16792,0.82654,0.98427,0.000357828,0.000357828,0.000357828
40,1885.36,1.19832,0.88951,1.00891,0.8282,0.77447,0.82893,0.57828,1.14152,0.80068,0.97381,0.000351216,0.000351216,0.000351216
41,1930.87,1.18551,0.88018,1.00947,0.82712,0.75845,0.81832,0.56257,1.14685,0.81808,0.98002,0.000344529,0.000344529,0.000344529
42,1976.39,1.17917,0.88181,1.0082,0.84097,0.77596,0.82537,0.58352,1.14237,0.79302,0.97308,0.000337773,0.000337773,0.000337773
43,2021.85,1.17525,0.85127,1.00833,0.83768,0.77248,0.82391,0.58008,1.13342,0.79051,0.97016,0.000330955,0.000330955,0.000330955
44,2067.29,1.16914,0.86082,1.00073,0.82618,0.76135,0.82074,0.57653,1.13036,0.78703,0.96889,0.000324082,0.000324082,0.000324082
45,2112.74,1.16832,0.85786,0.99544,0.83799,0.75749,0.82122,0.5712,1.14413,0.80735,0.98164,0.000317161,0.000317161,0.000317161
46,2158.09,1.17511,0.8612,1.00453,0.84735,0.75449,0.83113,0.59788,1.13412,0.79582,0.97085,0.000310198,0.000310198,0.000310198
47,2203.58,1.14162,0.83145,0.99315,0.81406,0.7643,0.8244,0.58954,1.12196,0.75152,0.96847,0.0003032,0.0003032,0.0003032
48,2249.09,1.15497,0.84372,0.99862,0.83311,0.77707,0.83608,0.59552,1.1227,0.77991,0.96386,0.000296174,0.000296174,0.000296174
49,2294.52,1.15069,0.84389,0.99983,0.83098,0.77526,0.82249,0.582,1.14284,0.78898,0.97183,0.000289128,0.000289128,0.000289128
50,2340.05,1.15812,0.83618,0.9912,0.85302,0.77978,0.83389,0.59022,1.11635,0.76759,0.96412,0.000282067,0.000282067,0.000282067
51,2385.53,1.16402,0.83723,0.99401,0.8552,0.77808,0.83234,0.58977,1.12713,0.77315,0.96858,0.000275,0.000275,0.000275
52,2430.93,1.1361,0.8219,0.98895,0.86922,0.75728,0.826,0.58344,1.10829,0.77649,0.97228,0.000267933,0.000267933,0.000267933
53,2476.32,1.13256,0.81526,0.98937,0.84672,0.76604,0.83033,0.59753,1.1072,0.74624,0.96336,0.000260872,0.000260872,0.000260872
54,2521.64,1.1262,0.80152,0.97986,0.85478,0.7768,0.83929,0.60235,1.11587,0.74617,0.96175,0.000253826,0.000253826,0.000253826
55,2567.06,1.1433,0.80444,0.98819,0.84218,0.76567,0.83194,0.60056,1.12288,0.7704,0.96434,0.0002468,0.0002468,0.0002468
56,2612.38,1.12359,0.7967,0.98212,0.86165,0.7835,0.84166,0.60566,1.11431,0.7485,0.96565,0.000239802,0.000239802,0.000239802
57,2657.92,1.12752,0.80747,0.98501,0.87604,0.76768,0.83261,0.5966,1.09874,0.7328,0.96816,0.000232839,0.000232839,0.000232839
58,2703.21,1.11807,0.7966,0.97922,0.85159,0.77008,0.83518,0.60044,1.10655,0.75791,0.96669,0.000225918,0.000225918,0.000225918
59,2748.56,1.12303,0.79936,0.98396,0.83055,0.7905,0.84086,0.60357,1.09694,0.72824,0.96807,0.000219045,0.000219045,0.000219045
60,2793.97,1.10694,0.78853,0.97828,0.85773,0.7804,0.84105,0.60035,1.08419,0.7125,0.9591,0.000212227,0.000212227,0.000212227
61,2839.84,1.09707,0.78743,0.97579,0.87622,0.76777,0.84896,0.61476,1.08305,0.72287,0.9597,0.000205471,0.000205471,0.000205471
62,2885.53,1.09618,0.76341,0.97537,0.84192,0.781,0.84082,0.60527,1.09,0.72102,0.95538,0.000198784,0.000198784,0.000198784
63,2930.85,1.09622,0.75434,0.97372,0.83869,0.78132,0.83939,0.60406,1.08238,0.70251,0.95661,0.000192172,0.000192172,0.000192172
64,2975.97,1.09627,0.76752,0.96807,0.87437,0.75437,0.83092,0.59413,1.10682,0.72125,0.96301,0.000185642,0.000185642,0.000185642
65,3021.03,1.0986,0.76594,0.98144,0.83184,0.77964,0.83261,0.59711,1.09563,0.74453,0.95609,0.0001792,0.0001792,0.0001792
66,3066.2,1.08471,0.74494,0.96641,0.82561,0.7764,0.82546,0.59981,1.09332,0.71338,0.95744,0.000172852,0.000172852,0.000172852
67,3111.29,1.07665,0.74828,0.97058,0.83199,0.78876,0.83498,0.60151,1.10507,0.72967,0.96389,0.000166605,0.000166605,0.000166605
68,3156.3,1.07417,0.74029,0.96359,0.83372,0.78128,0.83287,0.60085,1.09569,0.72344,0.95588,0.000160466,0.000160466,0.000160466
69,3201.51,1.07987,0.74341,0.96908,0.83963,0.78199,0.83906,0.61238,1.08393,0.72931,0.95856,0.000154439,0.000154439,0.000154439
70,3246.65,1.07341,0.7427,0.96679,0.8515,0.77814,0.83865,0.60725,1.08898,0.72058,0.95771,0.000148531,0.000148531,0.000148531
71,3291.72,1.06682,0.7337,0.95872,0.83458,0.79616,0.83901,0.61132,1.08615,0.73024,0.95997,0.000142748,0.000142748,0.000142748
72,3337.01,1.07797,0.72652,0.96351,0.85871,0.76889,0.8418,0.60949,1.08506,0.70964,0.95912,0.000137096,0.000137096,0.000137096
73,3382.36,1.05219,0.71431,0.96054,0.82238,0.79204,0.84062,0.60616,1.1034,0.72534,0.96871,0.00013158,0.00013158,0.00013158
74,3427.7,1.05935,0.72863,0.9582,0.83233,0.79195,0.84061,0.61391,1.08575,0.71804,0.96167,0.000126205,0.000126205,0.000126205
75,3473.2,1.05673,0.71193,0.95464,0.8076,0.80682,0.83571,0.61201,1.09031,0.72871,0.96128,0.000120977,0.000120977,0.000120977
76,3518.61,1.03771,0.70333,0.95469,0.85838,0.78343,0.83542,0.60336,1.09179,0.72584,0.96223,0.000115901,0.000115901,0.000115901
77,3563.92,1.03545,0.70895,0.94884,0.85477,0.77809,0.84123,0.61298,1.08477,0.70805,0.9579,0.000110982,0.000110982,0.000110982
78,3609.5,1.04732,0.7043,0.9567,0.8484,0.78219,0.83492,0.61225,1.09494,0.72157,0.96727,0.000106225,0.000106225,0.000106225
79,3654.87,1.03576,0.70635,0.95173,0.83765,0.80181,0.8457,0.61946,1.07856,0.71898,0.96083,0.000101635,0.000101635,0.000101635
80,3700.3,1.05801,0.69741,0.955,0.82847,0.80553,0.83962,0.61514,1.08199,0.72254,0.95942,9.72151e-05,9.72151e-05,9.72151e-05
81,3745.75,1.03419,0.69093,0.95472,0.81836,0.79211,0.83851,0.61294,1.07803,0.72904,0.95392,9.29712e-05,9.29712e-05,9.29712e-05
82,3791.06,1.02804,0.69095,0.94764,0.84277,0.78975,0.84054,0.61674,1.0782,0.7035,0.96213,8.89069e-05,8.89069e-05,8.89069e-05
83,3836.45,1.03659,0.69561,0.9509,0.84501,0.79511,0.84162,0.61764,1.08775,0.71386,0.96234,8.50262e-05,8.50262e-05,8.50262e-05
84,3881.93,1.00655,0.68042,0.94451,0.82978,0.79184,0.84222,0.61276,1.09529,0.71416,0.96662,8.1333e-05,8.1333e-05,8.1333e-05
85,3927.3,1.03024,0.69522,0.95342,0.84584,0.79245,0.84315,0.6214,1.08344,0.70688,0.9648,7.7831e-05,7.7831e-05,7.7831e-05
86,3972.75,1.03046,0.68448,0.95073,0.83682,0.79647,0.84444,0.61874,1.07733,0.69043,0.96234,7.45235e-05,7.45235e-05,7.45235e-05
87,4018.22,1.00534,0.67499,0.9448,0.82682,0.80686,0.84624,0.61466,1.06923,0.69537,0.95985,7.14139e-05,7.14139e-05,7.14139e-05
88,4063.53,1.0071,0.67263,0.94933,0.8475,0.78355,0.8414,0.61026,1.07649,0.71162,0.96468,6.85052e-05,6.85052e-05,6.85052e-05
89,4109.03,1.00481,0.6604,0.94626,0.83774,0.80615,0.84757,0.62417,1.07067,0.70895,0.96066,6.58003e-05,6.58003e-05,6.58003e-05
90,4154.45,1.01049,0.67168,0.9407,0.85144,0.77853,0.8411,0.61724,1.07348,0.70817,0.96317,6.33018e-05,6.33018e-05,6.33018e-05
91,4199.92,0.97473,0.59676,0.91445,0.81456,0.80897,0.8332,0.5987,1.09248,0.7195,0.96927,6.10123e-05,6.10123e-05,6.10123e-05
92,4244.91,0.95882,0.58554,0.91603,0.82148,0.79814,0.83787,0.60765,1.09173,0.70916,0.97255,5.89339e-05,5.89339e-05,5.89339e-05
93,4289.7,0.95476,0.57905,0.91221,0.82451,0.80166,0.84092,0.61003,1.08878,0.72938,0.97334,5.70688e-05,5.70688e-05,5.70688e-05
94,4334.53,0.95275,0.57594,0.90687,0.80803,0.80552,0.83171,0.60236,1.0833,0.70763,0.9716,5.54187e-05,5.54187e-05,5.54187e-05
95,4379.49,0.93878,0.57471,0.91049,0.83021,0.80071,0.84319,0.61018,1.08639,0.71413,0.97063,5.39854e-05,5.39854e-05,5.39854e-05
96,4424.29,0.94264,0.57599,0.91218,0.84995,0.79284,0.84259,0.61481,1.0786,0.71833,0.96938,5.27701e-05,5.27701e-05,5.27701e-05
97,4469.22,0.9415,0.56426,0.90607,0.83531,0.78947,0.84261,0.61371,1.08134,0.72287,0.96662,5.17742e-05,5.17742e-05,5.17742e-05
98,4514.12,0.94932,0.5703,0.91417,0.82587,0.79266,0.84045,0.61969,1.08361,0.71537,0.96485,5.09986e-05,5.09986e-05,5.09986e-05
99,4558.91,0.93708,0.56273,0.90734,0.84325,0.79342,0.83986,0.61658,1.08093,0.71365,0.96524,5.0444e-05,5.0444e-05,5.0444e-05
100,4603.74,0.94251,0.56316,0.91078,0.84609,0.79603,0.83659,0.61121,1.07546,0.72099,0.96363,5.0111e-05,5.0111e-05,5.0111e-05
